position,node_id,l1_ub_live,running_peak
1,6,0,0
2,2542,1,1
3,2543,1,1
4,2548,2,2
5,2554,3,3
6,2556,4,4
7,2557,4,4
8,2562,5,5
9,2568,6,6
10,2574,7,7
11,2580,8,8
12,2586,9,9
13,2592,10,10
14,3246,11,11
15,3252,12,12
16,3582,13,13
17,3588,14,14
18,3614,15,15
19,3620,16,16
20,3646,17,17
21,3652,18,18
22,3678,19,19
23,3684,20,20
24,3710,21,21
25,3716,22,22
26,3742,23,23
27,3748,24,24
28,3774,25,25
29,3780,26,26
30,3806,27,27
31,3812,28,28
32,3819,29,29
33,3825,30,30
34,3831,31,31
35,3837,32,32
36,3843,33,33
37,3849,34,34
38,3855,35,35
39,3861,36,36
40,3868,37,37
41,3874,38,38
42,3880,39,39
43,3886,40,40
44,3892,41,41
45,3898,42,42
46,3904,43,43
47,3910,44,44
48,3917,45,45
49,3923,46,46
50,3929,47,47
51,3935,48,48
52,3941,49,49
53,3947,50,50
54,3953,51,51
55,3959,52,52
56,3966,53,53
57,3972,54,54
58,3978,55,55
59,3984,56,56
60,3990,57,57
61,3996,58,58
62,4002,59,59
63,4008,60,60
64,4877,61,61
65,4878,61,61
66,4883,62,62
67,4885,63,63
68,4886,63,63
69,4891,64,64
70,4893,65,65
71,4894,65,65
72,4899,66,66
73,4901,67,67
74,4902,67,67
75,4907,68,68
76,4909,69,69
77,4910,69,69
78,4915,70,70
79,4917,71,71
80,4918,71,71
81,4923,72,72
82,4925,73,73
83,4926,73,73
84,4931,74,74
85,4937,75,75
86,4939,76,76
87,4940,76,76
88,4945,77,77
89,4951,78,78
90,4953,79,79
91,4954,79,79
92,4959,80,80
93,4961,81,81
94,4962,81,81
95,4967,82,82
96,4969,83,83
97,4970,83,83
98,4975,84,84
99,4977,85,85
100,4978,85,85
101,4983,86,86
102,4985,87,87
103,4986,87,87
104,4991,88,88
105,4993,89,89
106,4994,89,89
107,4999,90,90
108,5001,91,91
109,5002,91,91
110,5007,92,92
111,5013,93,93
112,5015,94,94
113,5016,94,94
114,5021,95,95
115,5027,96,96
116,5029,97,97
117,5030,97,97
118,5035,98,98
119,5037,99,99
120,5038,99,99
121,5043,100,100
122,5045,101,101
123,5046,101,101
124,5051,102,102
125,5053,103,103
126,5054,103,103
127,5059,104,104
128,5061,105,105
129,5062,105,105
130,5067,106,106
131,5069,107,107
132,5070,107,107
133,5075,108,108
134,5077,109,109
135,5078,109,109
136,5083,110,110
137,5089,111,111
138,5091,112,112
139,5092,112,112
140,5097,113,113
141,5103,114,114
142,5105,115,115
143,5106,115,115
144,5111,116,116
145,5113,117,117
146,5114,117,117
147,5119,118,118
148,5121,119,119
149,5122,119,119
150,5127,120,120
151,5129,121,121
152,5130,121,121
153,5135,122,122
154,5137,123,123
155,5138,123,123
156,5143,124,124
157,5145,125,125
158,5146,125,125
159,5151,126,126
160,5153,127,127
161,5154,127,127
162,5159,128,128
163,5165,129,129
164,5167,130,130
165,5168,130,130
166,5173,131,131
167,5179,132,132
168,5181,133,133
169,5182,133,133
170,5187,134,134
171,5189,135,135
172,5190,135,135
173,5195,136,136
174,5197,137,137
175,5198,137,137
176,5203,138,138
177,5205,139,139
178,5206,139,139
179,5211,140,140
180,5213,141,141
181,5214,141,141
182,5219,142,142
183,5221,143,143
184,5222,143,143
185,5227,144,144
186,5229,145,145
187,5230,145,145
188,5235,146,146
189,5241,147,147
190,5243,148,148
191,5244,148,148
192,5249,149,149
193,5255,150,150
194,5257,151,151
195,5258,151,151
196,5263,152,152
197,5265,153,153
198,5266,153,153
199,5271,154,154
200,5273,155,155
201,5274,155,155
202,5279,156,156
203,5281,157,157
204,5282,157,157
205,5287,158,158
206,5289,159,159
207,5290,159,159
208,5295,160,160
209,5297,161,161
210,5298,161,161
211,5303,162,162
212,5305,163,163
213,5306,163,163
214,5311,164,164
215,5317,165,165
216,5319,166,166
217,5320,166,166
218,5325,167,167
219,5331,168,168
220,5333,169,169
221,5334,169,169
222,5339,170,170
223,5341,171,171
224,5342,171,171
225,5347,172,172
226,5349,173,173
227,5350,173,173
228,5355,174,174
229,5357,175,175
230,5358,175,175
231,5363,176,176
232,5365,177,177
233,5366,177,177
234,5371,178,178
235,5373,179,179
236,5374,179,179
237,5379,180,180
238,5381,181,181
239,5382,181,181
240,5387,182,182
241,5393,183,183
242,5395,184,184
243,5396,184,184
244,5401,185,185
245,5407,186,186
246,5409,187,187
247,5410,187,187
248,5411,188,188
249,5412,188,188
250,5417,189,189
251,5419,190,190
252,5420,190,190
253,5425,191,191
254,5427,192,192
255,5428,192,192
256,5433,193,193
257,5435,194,194
258,5436,194,194
259,5441,195,195
260,5443,196,196
261,5444,196,196
262,5449,197,197
263,5451,198,198
264,5452,198,198
265,5457,199,199
266,5459,200,200
267,5460,200,200
268,5465,201,201
269,5471,202,202
270,5473,203,203
271,5474,203,203
272,5479,204,204
273,5485,205,205
274,5491,206,206
275,5497,207,207
276,5503,208,208
277,5509,209,209
278,5515,210,210
279,5521,211,211
280,5527,212,212
281,5533,213,213
282,5539,214,214
283,5541,215,215
284,5542,215,215
285,5547,216,216
286,5553,217,217
287,5559,218,218
288,5565,219,219
289,5571,220,220
290,5577,221,221
291,5583,222,222
292,5589,223,223
293,5595,224,224
294,5601,225,225
295,5603,226,226
296,5604,226,226
297,5609,227,227
298,5615,228,228
299,5621,229,229
300,5627,230,230
301,5633,231,231
302,5639,232,232
303,5645,233,233
304,5651,234,234
305,5657,235,235
306,5663,236,236
307,5665,237,237
308,5666,237,237
309,5671,238,238
310,5677,239,239
311,5683,240,240
312,5689,241,241
313,5695,242,242
314,5701,243,243
315,5707,244,244
316,5713,245,245
317,5719,246,246
318,5725,247,247
319,5727,248,248
320,5728,248,248
321,5733,249,249
322,5739,250,250
323,5745,251,251
324,5751,252,252
325,5757,253,253
326,5763,254,254
327,5769,255,255
328,5775,256,256
329,5781,257,257
330,5787,258,258
331,5789,259,259
332,5790,259,259
333,5795,260,260
334,5801,261,261
335,5807,262,262
336,5813,263,263
337,5819,264,264
338,5825,265,265
339,5831,266,266
340,5837,267,267
341,5843,268,268
342,5849,269,269
343,5851,270,270
344,5852,270,270
345,5857,271,271
346,5863,272,272
347,5869,273,273
348,5875,274,274
349,5881,275,275
350,5887,276,276
351,5893,277,277
352,5899,278,278
353,5905,279,279
354,5911,280,280
355,5913,281,281
356,5914,281,281
357,5919,282,282
358,5925,283,283
359,5931,284,284
360,5949,285,285
361,5955,286,286
362,5961,287,287
363,5967,288,288
364,5973,289,289
365,5979,290,290
366,5985,291,291
367,5991,292,292
368,6009,293,293
369,6015,294,294
370,6021,295,295
371,6027,296,296
372,6033,297,297
373,6039,298,298
374,6045,299,299
375,6051,300,300
376,6069,301,301
377,6075,302,302
378,6081,303,303
379,6087,304,304
380,6093,305,305
381,6099,306,306
382,6105,307,307
383,6111,308,308
384,6129,309,309
385,6135,310,310
386,6141,311,311
387,6147,312,312
388,6153,313,313
389,6159,314,314
390,6165,315,315
391,6171,316,316
392,6189,317,317
393,6195,318,318
394,6201,319,319
395,6207,320,320
396,6213,321,321
397,6219,322,322
398,6225,323,323
399,6231,324,324
400,6249,325,325
401,6255,326,326
402,6261,327,327
403,6267,328,328
404,6273,329,329
405,6279,330,330
406,6285,331,331
407,6291,332,332
408,6309,333,333
409,6315,334,334
410,6321,335,335
411,6327,336,336
412,6333,337,337
413,6339,338,338
414,6345,339,339
415,6351,340,340
416,6363,341,341
417,6369,342,342
418,6375,343,343
419,6381,344,344
420,6387,345,345
421,6393,346,346
422,6399,347,347
423,6405,348,348
424,6465,349,349
425,6471,350,350
426,6477,351,351
427,6483,352,352
428,6489,353,353
429,6495,354,354
430,6501,355,355
431,6507,356,356
432,6567,357,357
433,6573,358,358
434,6579,359,359
435,6585,360,360
436,6591,361,361
437,6597,362,362
438,6603,363,363
439,6609,364,364
440,6669,365,365
441,6675,366,366
442,6681,367,367
443,6687,368,368
444,6693,369,369
445,6699,370,370
446,6705,371,371
447,6711,372,372
448,6771,373,373
449,6777,374,374
450,6783,375,375
451,6789,376,376
452,6795,377,377
453,6801,378,378
454,6807,379,379
455,6813,380,380
456,6873,381,381
457,6879,382,382
458,6885,383,383
459,6891,384,384
460,6897,385,385
461,6903,386,386
462,6909,387,387
463,6915,388,388
464,6975,389,389
465,6981,390,390
466,6987,391,391
467,6993,392,392
468,6999,393,393
469,7005,394,394
470,7011,395,395
471,7017,396,396
472,7079,397,397
473,7085,398,398
474,7091,399,399
475,7097,400,400
476,7103,401,401
477,7109,402,402
478,7115,403,403
479,7121,404,404
480,3576,406,406
481,3608,408,408
482,3640,410,410
483,3672,412,412
484,3704,414,414
485,3736,416,416
486,3768,418,418
487,3800,420,420
488,56,424,424
489,57,424,424
490,1490,428,428
491,2522,432,432
492,2540,436,436
493,2600,440,440
494,2606,444,444
495,3212,448,448
496,3224,452,452
497,3228,456,456
498,3258,460,460
499,3266,464,464
500,3272,468,468
501,3280,472,472
502,3292,476,476
503,3296,480,480
504,3314,484,484
505,3322,488,488
506,3328,492,492
507,3336,496,496
508,3348,500,500
509,3352,504,504
510,3370,508,508
511,3378,512,512
512,3384,516,516
513,3392,520,520
514,3404,524,524
515,3408,528,528
516,3426,532,532
517,3434,536,536
518,3440,540,540
519,3448,544,544
520,3460,548,548
521,3464,552,552
522,3482,556,556
523,3490,560,560
524,3496,564,564
525,3504,568,568
526,3516,572,572
527,3520,576,576
528,3538,580,580
529,3546,584,584
530,3552,588,588
531,3560,592,592
532,3564,596,596
533,3572,600,600
534,3584,604,604
535,3585,604,604
536,3600,608,608
537,3604,612,612
538,3616,616,616
539,3617,616,616
540,3632,620,620
541,3636,624,624
542,3648,628,628
543,3649,628,628
544,3664,632,632
545,3668,636,636
546,3680,640,640
547,3681,640,640
548,3696,644,644
549,3700,648,648
550,3712,652,652
551,3713,652,652
552,3728,656,656
553,3732,660,660
554,3744,664,664
555,3745,664,664
556,3760,668,668
557,3764,672,672
558,3776,676,676
559,3777,676,676
560,3792,680,680
561,3796,684,684
562,3808,688,688
563,3809,688,688
564,318,696,696
565,319,696,696
566,954,704,704
567,1458,712,712
568,1476,720,720
569,1484,728,728
570,1994,736,736
571,2498,744,744
572,2510,752,752
573,2518,760,760
574,2544,768,768
575,2545,768,768
576,2550,776,776
577,2551,776,776
578,2558,784,784
579,2559,784,784
580,2564,792,792
581,2565,792,792
582,2570,800,800
583,2571,800,800
584,2576,808,808
585,2577,808,808
586,2582,816,816
587,2583,816,816
588,2588,824,824
589,2589,824,824
590,3086,832,832
591,3188,840,840
592,3200,848,848
593,3208,856,856
594,3242,864,864
595,3243,864,864
596,3248,872,872
597,3249,872,872
598,3526,880,880
599,3594,888,888
600,3626,896,896
601,3658,904,904
602,3690,912,912
603,3722,920,920
604,3754,928,928
605,3786,936,936
606,3815,944,944
607,3816,944,944
608,3821,952,952
609,3822,952,952
610,3827,960,960
611,3828,960,960
612,3833,968,968
613,3834,968,968
614,3839,976,976
615,3840,976,976
616,3845,984,984
617,3846,984,984
618,3851,992,992
619,3852,992,992
620,3857,1000,1000
621,3858,1000,1000
622,3864,1008,1008
623,3865,1008,1008
624,3870,1016,1016
625,3871,1016,1016
626,3876,1024,1024
627,3877,1024,1024
628,3882,1032,1032
629,3883,1032,1032
630,3888,1040,1040
631,3889,1040,1040
632,3894,1048,1048
633,3895,1048,1048
634,3900,1056,1056
635,3901,1056,1056
636,3906,1064,1064
637,3907,1064,1064
638,3913,1072,1072
639,3914,1072,1072
640,3919,1080,1080
641,3920,1080,1080
642,3925,1088,1088
643,3926,1088,1088
644,3931,1096,1096
645,3932,1096,1096
646,3937,1104,1104
647,3938,1104,1104
648,3943,1112,1112
649,3944,1112,1112
650,3949,1120,1120
651,3950,1120,1120
652,3955,1128,1128
653,3956,1128,1128
654,3962,1136,1136
655,3963,1136,1136
656,3968,1144,1144
657,3969,1144,1144
658,3974,1152,1152
659,3975,1152,1152
660,3980,1160,1160
661,3981,1160,1160
662,3986,1168,1168
663,3987,1168,1168
664,3992,1176,1176
665,3993,1176,1176
666,3998,1184,1184
667,3999,1184,1184
668,4004,1192,1192
669,4005,1192,1192
670,4021,1200,1200
671,4029,1208,1208
672,4047,1216,1216
673,4055,1224,1224
674,4061,1232,1232
675,4070,1240,1240
676,4082,1248,1248
677,4086,1256,1256
678,4095,1264,1264
679,4108,1272,1272
680,4117,1280,1280
681,4126,1288,1288
682,4879,1296,1296
683,4880,1296,1296
684,4887,1304,1304
685,4888,1304,1304
686,4895,1312,1312
687,4896,1312,1312
688,4903,1320,1320
689,4904,1320,1320
690,4911,1328,1328
691,4912,1328,1328
692,4919,1336,1336
693,4920,1336,1336
694,4927,1344,1344
695,4928,1344,1344
696,4933,1352,1352
697,4934,1352,1352
698,4941,1360,1360
699,4942,1360,1360
700,4947,1368,1368
701,4948,1368,1368
702,4955,1376,1376
703,4956,1376,1376
704,4963,1384,1384
705,4964,1384,1384
706,4971,1392,1392
707,4972,1392,1392
708,4979,1400,1400
709,4980,1400,1400
710,4987,1408,1408
711,4988,1408,1408
712,4995,1416,1416
713,4996,1416,1416
714,5003,1424,1424
715,5004,1424,1424
716,5009,1432,1432
717,5010,1432,1432
718,5017,1440,1440
719,5018,1440,1440
720,5023,1448,1448
721,5024,1448,1448
722,5031,1456,1456
723,5032,1456,1456
724,5039,1464,1464
725,5040,1464,1464
726,5047,1472,1472
727,5048,1472,1472
728,5055,1480,1480
729,5056,1480,1480
730,5063,1488,1488
731,5064,1488,1488
732,5071,1496,1496
733,5072,1496,1496
734,5079,1504,1504
735,5080,1504,1504
736,5085,1512,1512
737,5086,1512,1512
738,5093,1520,1520
739,5094,1520,1520
740,5099,1528,1528
741,5100,1528,1528
742,5107,1536,1536
743,5108,1536,1536
744,5115,1544,1544
745,5116,1544,1544
746,5123,1552,1552
747,5124,1552,1552
748,5131,1560,1560
749,5132,1560,1560
750,5139,1568,1568
751,5140,1568,1568
752,5147,1576,1576
753,5148,1576,1576
754,5155,1584,1584
755,5156,1584,1584
756,5161,1592,1592
757,5162,1592,1592
758,5169,1600,1600
759,5170,1600,1600
760,5175,1608,1608
761,5176,1608,1608
762,5183,1616,1616
763,5184,1616,1616
764,5191,1624,1624
765,5192,1624,1624
766,5199,1632,1632
767,5200,1632,1632
768,5207,1640,1640
769,5208,1640,1640
770,5215,1648,1648
771,5216,1648,1648
772,5223,1656,1656
773,5224,1656,1656
774,5231,1664,1664
775,5232,1664,1664
776,5237,1672,1672
777,5238,1672,1672
778,5245,1680,1680
779,5246,1680,1680
780,5251,1688,1688
781,5252,1688,1688
782,5259,1696,1696
783,5260,1696,1696
784,5267,1704,1704
785,5268,1704,1704
786,5275,1712,1712
787,5276,1712,1712
788,5283,1720,1720
789,5284,1720,1720
790,5291,1728,1728
791,5292,1728,1728
792,5299,1736,1736
793,5300,1736,1736
794,5307,1744,1744
795,5308,1744,1744
796,5313,1752,1752
797,5314,1752,1752
798,5321,1760,1760
799,5322,1760,1760
800,5327,1768,1768
801,5328,1768,1768
802,5335,1776,1776
803,5336,1776,1776
804,5343,1784,1784
805,5344,1784,1784
806,5351,1792,1792
807,5352,1792,1792
808,5359,1800,1800
809,5360,1800,1800
810,5367,1808,1808
811,5368,1808,1808
812,5375,1816,1816
813,5376,1816,1816
814,5383,1824,1824
815,5384,1824,1824
816,5389,1832,1832
817,5390,1832,1832
818,5397,1840,1840
819,5398,1840,1840
820,5403,1848,1848
821,5404,1848,1848
822,5413,1856,1856
823,5414,1856,1856
824,5421,1864,1864
825,5422,1864,1864
826,5429,1872,1872
827,5430,1872,1872
828,5437,1880,1880
829,5438,1880,1880
830,5445,1888,1888
831,5446,1888,1888
832,5453,1896,1896
833,5454,1896,1896
834,5461,1904,1904
835,5462,1904,1904
836,5467,1912,1912
837,5468,1912,1912
838,5475,1920,1920
839,5476,1920,1920
840,5481,1928,1928
841,5482,1928,1928
842,5487,1936,1936
843,5488,1936,1936
844,5493,1944,1944
845,5494,1944,1944
846,5499,1952,1952
847,5500,1952,1952
848,5505,1960,1960
849,5506,1960,1960
850,5511,1968,1968
851,5512,1968,1968
852,5517,1976,1976
853,5518,1976,1976
854,5523,1984,1984
855,5524,1984,1984
856,5529,1992,1992
857,5530,1992,1992
858,5535,2000,2000
859,5536,2000,2000
860,5543,2008,2008
861,5544,2008,2008
862,5549,2016,2016
863,5550,2016,2016
864,5555,2024,2024
865,5556,2024,2024
866,5561,2032,2032
867,5562,2032,2032
868,5567,2040,2040
869,5568,2040,2040
870,5573,2048,2048
871,5574,2048,2048
872,5579,2056,2056
873,5580,2056,2056
874,5585,2064,2064
875,5586,2064,2064
876,5591,2072,2072
877,5592,2072,2072
878,5597,2080,2080
879,5598,2080,2080
880,5605,2088,2088
881,5606,2088,2088
882,5611,2096,2096
883,5612,2096,2096
884,5617,2104,2104
885,5618,2104,2104
886,5623,2112,2112
887,5624,2112,2112
888,5629,2120,2120
889,5630,2120,2120
890,5635,2128,2128
891,5636,2128,2128
892,5641,2136,2136
893,5642,2136,2136
894,5647,2144,2144
895,5648,2144,2144
896,5653,2152,2152
897,5654,2152,2152
898,5659,2160,2160
899,5660,2160,2160
900,5667,2168,2168
901,5668,2168,2168
902,5673,2176,2176
903,5674,2176,2176
904,5679,2184,2184
905,5680,2184,2184
906,5685,2192,2192
907,5686,2192,2192
908,5691,2200,2200
909,5692,2200,2200
910,5697,2208,2208
911,5698,2208,2208
912,5703,2216,2216
913,5704,2216,2216
914,5709,2224,2224
915,5710,2224,2224
916,5715,2232,2232
917,5716,2232,2232
918,5721,2240,2240
919,5722,2240,2240
920,5729,2248,2248
921,5730,2248,2248
922,5735,2256,2256
923,5736,2256,2256
924,5741,2264,2264
925,5742,2264,2264
926,5747,2272,2272
927,5748,2272,2272
928,5753,2280,2280
929,5754,2280,2280
930,5759,2288,2288
931,5760,2288,2288
932,5765,2296,2296
933,5766,2296,2296
934,5771,2304,2304
935,5772,2304,2304
936,5777,2312,2312
937,5778,2312,2312
938,5783,2320,2320
939,5784,2320,2320
940,5791,2328,2328
941,5792,2328,2328
942,5797,2336,2336
943,5798,2336,2336
944,5803,2344,2344
945,5804,2344,2344
946,5809,2352,2352
947,5810,2352,2352
948,5815,2360,2360
949,5816,2360,2360
950,5821,2368,2368
951,5822,2368,2368
952,5827,2376,2376
953,5828,2376,2376
954,5833,2384,2384
955,5834,2384,2384
956,5839,2392,2392
957,5840,2392,2392
958,5845,2400,2400
959,5846,2400,2400
960,5853,2408,2408
961,5854,2408,2408
962,5859,2416,2416
963,5860,2416,2416
964,5865,2424,2424
965,5866,2424,2424
966,5871,2432,2432
967,5872,2432,2432
968,5877,2440,2440
969,5878,2440,2440
970,5883,2448,2448
971,5884,2448,2448
972,5889,2456,2456
973,5890,2456,2456
974,5895,2464,2464
975,5896,2464,2464
976,5901,2472,2472
977,5902,2472,2472
978,5907,2480,2480
979,5908,2480,2480
980,5915,2488,2488
981,5916,2488,2488
982,5921,2496,2496
983,5922,2496,2496
984,5927,2504,2504
985,5928,2504,2504
986,5933,2512,2512
987,5934,2512,2512
988,5939,2520,2520
989,5940,2520,2520
990,5945,2528,2528
991,5946,2528,2528
992,5951,2536,2536
993,5952,2536,2536
994,5957,2544,2544
995,5958,2544,2544
996,5963,2552,2552
997,5964,2552,2552
998,5969,2560,2560
999,5970,2560,2560
1000,5975,2568,2568
1001,5976,2568,2568
1002,5981,2576,2576
1003,5982,2576,2576
1004,5987,2584,2584
1005,5988,2584,2584
1006,5993,2592,2592
1007,5994,2592,2592
1008,5999,2600,2600
1009,6000,2600,2600
1010,6005,2608,2608
1011,6006,2608,2608
1012,6011,2616,2616
1013,6012,2616,2616
1014,6017,2624,2624
1015,6018,2624,2624
1016,6023,2632,2632
1017,6024,2632,2632
1018,6029,2640,2640
1019,6030,2640,2640
1020,6035,2648,2648
1021,6036,2648,2648
1022,6041,2656,2656
1023,6042,2656,2656
1024,6047,2664,2664
1025,6048,2664,2664
1026,6053,2672,2672
1027,6054,2672,2672
1028,6059,2680,2680
1029,6060,2680,2680
1030,6065,2688,2688
1031,6066,2688,2688
1032,6071,2696,2696
1033,6072,2696,2696
1034,6077,2704,2704
1035,6078,2704,2704
1036,6083,2712,2712
1037,6084,2712,2712
1038,6089,2720,2720
1039,6090,2720,2720
1040,6095,2728,2728
1041,6096,2728,2728
1042,6101,2736,2736
1043,6102,2736,2736
1044,6107,2744,2744
1045,6108,2744,2744
1046,6113,2752,2752
1047,6114,2752,2752
1048,6119,2760,2760
1049,6120,2760,2760
1050,6125,2768,2768
1051,6126,2768,2768
1052,6131,2776,2776
1053,6132,2776,2776
1054,6137,2784,2784
1055,6138,2784,2784
1056,6143,2792,2792
1057,6144,2792,2792
1058,6149,2800,2800
1059,6150,2800,2800
1060,6155,2808,2808
1061,6156,2808,2808
1062,6161,2816,2816
1063,6162,2816,2816
1064,6167,2824,2824
1065,6168,2824,2824
1066,6173,2832,2832
1067,6174,2832,2832
1068,6179,2840,2840
1069,6180,2840,2840
1070,6185,2848,2848
1071,6186,2848,2848
1072,6191,2856,2856
1073,6192,2856,2856
1074,6197,2864,2864
1075,6198,2864,2864
1076,6203,2872,2872
1077,6204,2872,2872
1078,6209,2880,2880
1079,6210,2880,2880
1080,6215,2888,2888
1081,6216,2888,2888
1082,6221,2896,2896
1083,6222,2896,2896
1084,6227,2904,2904
1085,6228,2904,2904
1086,6233,2912,2912
1087,6234,2912,2912
1088,6239,2920,2920
1089,6240,2920,2920
1090,6245,2928,2928
1091,6246,2928,2928
1092,6251,2936,2936
1093,6252,2936,2936
1094,6257,2944,2944
1095,6258,2944,2944
1096,6263,2952,2952
1097,6264,2952,2952
1098,6269,2960,2960
1099,6270,2960,2960
1100,6275,2968,2968
1101,6276,2968,2968
1102,6281,2976,2976
1103,6282,2976,2976
1104,6287,2984,2984
1105,6288,2984,2984
1106,6293,2992,2992
1107,6294,2992,2992
1108,6299,3000,3000
1109,6300,3000,3000
1110,6305,3008,3008
1111,6306,3008,3008
1112,6311,3016,3016
1113,6312,3016,3016
1114,6317,3024,3024
1115,6318,3024,3024
1116,6323,3032,3032
1117,6324,3032,3032
1118,6329,3040,3040
1119,6330,3040,3040
1120,6335,3048,3048
1121,6336,3048,3048
1122,6341,3056,3056
1123,6342,3056,3056
1124,6347,3064,3064
1125,6348,3064,3064
1126,6353,3072,3072
1127,6354,3072,3072
1128,6359,3080,3080
1129,6360,3080,3080
1130,6365,3088,3088
1131,6366,3088,3088
1132,6371,3096,3096
1133,6372,3096,3096
1134,6377,3104,3104
1135,6378,3104,3104
1136,6383,3112,3112
1137,6384,3112,3112
1138,6389,3120,3120
1139,6390,3120,3120
1140,6395,3128,3128
1141,6396,3128,3128
1142,6401,3136,3136
1143,6402,3136,3136
1144,6407,3144,3144
1145,6408,3144,3144
1146,6413,3152,3152
1147,6414,3152,3152
1148,6419,3160,3160
1149,6420,3160,3160
1150,6425,3168,3168
1151,6426,3168,3168
1152,6431,3176,3176
1153,6432,3176,3176
1154,6437,3184,3184
1155,6438,3184,3184
1156,6443,3192,3192
1157,6444,3192,3192
1158,6449,3200,3200
1159,6450,3200,3200
1160,6455,3208,3208
1161,6456,3208,3208
1162,6461,3216,3216
1163,6462,3216,3216
1164,6467,3224,3224
1165,6468,3224,3224
1166,6473,3232,3232
1167,6474,3232,3232
1168,6479,3240,3240
1169,6480,3240,3240
1170,6485,3248,3248
1171,6486,3248,3248
1172,6491,3256,3256
1173,6492,3256,3256
1174,6497,3264,3264
1175,6498,3264,3264
1176,6503,3272,3272
1177,6504,3272,3272
1178,6509,3280,3280
1179,6510,3280,3280
1180,6515,3288,3288
1181,6516,3288,3288
1182,6521,3296,3296
1183,6522,3296,3296
1184,6527,3304,3304
1185,6528,3304,3304
1186,6533,3312,3312
1187,6534,3312,3312
1188,6539,3320,3320
1189,6540,3320,3320
1190,6545,3328,3328
1191,6546,3328,3328
1192,6551,3336,3336
1193,6552,3336,3336
1194,6557,3344,3344
1195,6558,3344,3344
1196,6563,3352,3352
1197,6564,3352,3352
1198,6569,3360,3360
1199,6570,3360,3360
1200,6575,3368,3368
1201,6576,3368,3368
1202,6581,3376,3376
1203,6582,3376,3376
1204,6587,3384,3384
1205,6588,3384,3384
1206,6593,3392,3392
1207,6594,3392,3392
1208,6599,3400,3400
1209,6600,3400,3400
1210,6605,3408,3408
1211,6606,3408,3408
1212,6611,3416,3416
1213,6612,3416,3416
1214,6617,3424,3424
1215,6618,3424,3424
1216,6623,3432,3432
1217,6624,3432,3432
1218,6629,3440,3440
1219,6630,3440,3440
1220,6635,3448,3448
1221,6636,3448,3448
1222,6641,3456,3456
1223,6642,3456,3456
