position,node_id,l1_ub_live,running_peak
1,0,0,0
2,5,0,0
3,6,0,0
4,23,2,2
5,32,4,4
6,76,6,6
7,85,8,8
8,125,10,10
9,134,12,12
10,174,14,14
11,183,16,16
12,223,18,18
13,232,20,20
14,235,22,22
15,237,24,24
16,239,26,26
17,241,28,28
18,243,30,30
19,245,32,32
20,247,34,34
21,249,36,36
22,300,38,38
23,309,40,40
24,312,42,42
25,314,44,44
26,316,46,46
27,318,48,48
28,320,50,50
29,322,52,52
30,324,54,54
31,326,56,56
32,373,58,58
33,382,60,60
34,385,62,62
35,387,64,64
36,389,66,66
37,391,68,68
38,393,70,70
39,395,72,72
40,397,74,74
41,399,76,76
42,446,78,78
43,455,80,80
44,458,82,82
45,460,84,84
46,462,86,86
47,464,88,88
48,466,90,90
49,468,92,92
50,470,94,94
51,472,96,96
52,523,98,98
53,532,100,100
54,535,102,102
55,537,104,104
56,539,106,106
57,541,108,108
58,543,110,110
59,545,112,112
60,547,114,114
61,549,116,116
62,600,118,118
63,609,120,120
64,612,122,122
65,614,124,124
66,616,126,126
67,618,128,128
68,620,130,130
69,622,132,132
70,624,134,134
71,626,136,136
72,673,138,138
73,682,140,140
74,685,142,142
75,687,144,144
76,689,146,146
77,691,148,148
78,693,150,150
79,695,152,152
80,697,154,154
81,699,156,156
82,746,158,158
83,755,160,160
84,758,162,162
85,760,164,164
86,762,166,166
87,764,168,168
88,766,170,170
89,768,172,172
90,770,174,174
91,772,176,176
92,823,178,178
93,832,180,180
94,835,182,182
95,837,184,184
96,839,186,186
97,841,188,188
98,843,190,190
99,845,192,192
100,847,194,194
101,849,196,196
102,885,198,198
103,910,200,200
104,919,202,202
105,922,204,204
106,924,206,206
107,926,208,208
108,928,210,210
109,930,212,212
110,932,214,214
111,934,216,216
112,936,218,218
113,968,220,220
114,993,222,222
115,1002,224,224
116,1005,226,226
117,1007,228,228
118,1009,230,230
119,1011,232,232
120,1013,234,234
121,1015,236,236
122,1017,238,238
123,1019,240,240
124,1051,242,242
125,1076,244,244
126,1085,246,246
127,1088,248,248
128,1090,250,250
129,1092,252,252
130,1094,254,254
131,1096,256,256
132,1098,258,258
133,1100,260,260
134,1102,262,262
135,1134,264,264
136,24,280,280
137,33,296,296
138,77,312,312
139,86,328,328
140,126,344,344
141,135,360,360
142,175,376,376
143,184,392,392
144,224,408,408
145,233,424,424
146,301,440,440
147,310,456,456
148,374,472,472
149,383,488,488
150,447,504,504
151,456,520,520
152,524,536,536
153,533,552,552
154,601,568,568
155,610,584,584
156,674,600,600
157,683,616,616
158,747,632,632
159,756,648,648
160,824,664,664
161,833,680,680
162,911,696,696
163,920,712,712
164,994,728,728
165,1003,744,744
166,1077,760,760
167,1086,776,776
168,19,904,904
169,20,1032,1032
170,26,1160,1160
171,28,1288,1288
172,30,1416,1416
173,53,1544,1544
174,55,1672,1672
175,72,1800,1800
176,73,1928,1928
177,79,2056,2056
178,81,2184,2184
179,83,2312,2312
180,102,2440,2440
181,104,2568,2568
182,121,2696,2696
183,122,2824,2824
184,128,2952,2952
185,130,3080,3080
186,132,3208,3208
187,151,3336,3336
188,153,3464,3464
189,170,3592,3592
190,171,3720,3720
191,177,3848,3848
192,179,3976,3976
193,181,4104,4104
194,200,4232,4232
195,202,4360,4360
196,219,4488,4488
197,220,4616,4616
198,226,4744,4744
199,228,4872,4872
200,230,5000,5000
201,269,5128,5128
202,270,5256,5256
203,273,5384,5384
204,274,5512,5512
205,277,5640,5640
206,279,5768,5768
207,281,5896,5896
208,283,6024,6024
209,296,6152,6152
210,297,6280,6280
211,303,6408,6408
212,305,6536,6536
213,307,6664,6664
214,342,6792,6792
215,343,6920,6920
216,346,7048,7048
217,347,7176,7176
218,350,7304,7304
219,352,7432,7432
220,354,7560,7560
221,356,7688,7688
222,369,7816,7816
223,370,7944,7944
224,376,8072,8072
225,378,8200,8200
226,380,8328,8328
227,415,8456,8456
228,416,8584,8584
229,419,8712,8712
230,420,8840,8840
231,423,8968,8968
232,425,9096,9096
233,427,9224,9224
234,429,9352,9352
235,442,9480,9480
236,443,9608,9608
237,449,9736,9736
238,451,9864,9864
239,453,9992,9992
240,488,10120,10120
241,489,10248,10248
242,492,10376,10376
243,493,10504,10504
244,496,10632,10632
245,498,10760,10760
246,500,10888,10888
247,502,11016,11016
248,519,11144,11144
249,520,11272,11272
250,526,11400,11400
251,528,11528,11528
252,530,11656,11656
253,569,11784,11784
254,570,11912,11912
255,573,12040,12040
256,574,12168,12168
257,577,12296,12296
258,579,12424,12424
259,581,12552,12552
260,583,12680,12680
261,596,12808,12808
262,597,12936,12936
263,603,13064,13064
264,605,13192,13192
265,607,13320,13320
266,642,13448,13448
267,643,13576,13576
268,646,13704,13704
269,647,13832,13832
270,650,13960,13960
271,652,14088,14088
272,654,14216,14216
273,656,14344,14344
274,669,14472,14472
275,670,14600,14600
276,676,14728,14728
277,678,14856,14856
278,680,14984,14984
279,715,15112,15112
280,716,15240,15240
281,719,15368,15368
282,720,15496,15496
283,723,15624,15624
284,725,15752,15752
285,727,15880,15880
286,729,16008,16008
287,742,16136,16136
288,743,16264,16264
289,749,16392,16392
290,751,16520,16520
291,753,16648,16648
292,788,16776,16776
293,789,16904,16904
294,792,17032,17032
295,793,17160,17160
296,796,17288,17288
297,798,17416,17416
298,800,17544,17544
299,802,17672,17672
300,819,17800,17800
301,820,17928,17928
302,826,18056,18056
303,828,18184,18184
304,830,18312,18312
305,869,18440,18440
306,870,18568,18568
307,873,18696,18696
308,874,18824,18824
309,877,18952,18952
310,879,19080,19080
311,881,19208,19208
312,883,19336,19336
313,887,19464,19464
314,889,19592,19592
315,906,19720,19720
316,907,19848,19848
317,913,19976,19976
318,915,20104,20104
319,917,20232,20232
320,952,20360,20360
321,953,20488,20488
322,956,20616,20616
323,957,20744,20744
324,960,20872,20872
325,962,21000,21000
326,964,21128,21128
327,966,21256,21256
328,970,21384,21384
329,972,21512,21512
330,989,21640,21640
331,990,21768,21768
332,996,21896,21896
333,998,22024,22024
334,1000,22152,22152
335,1035,22280,22280
336,1036,22408,22408
337,1039,22536,22536
338,1040,22664,22664
339,1043,22792,22792
340,1045,22920,22920
341,1047,23048,23048
342,1049,23176,23176
343,1053,23304,23304
344,1055,23432,23432
345,1072,23560,23560
346,1073,23688,23688
347,1079,23816,23816
348,1081,23944,23944
349,1083,24072,24072
350,1118,24200,24200
351,1119,24328,24328
352,1122,24456,24456
353,1123,24584,24584
354,1126,24712,24712
355,1128,24840,24840
356,1130,24968,24968
357,1132,25096,25096
358,1136,25224,25224
359,1138,25352,25352
360,1,25608,25608
361,3,25608,25608
362,7,25608,25608
