position,node_id,l1_ub_live,running_peak
1,0,0,0
2,5,0,0
3,6,0,0
4,1,128,128
5,3,128,128
6,7,128,128
7,2,256,256
8,4,256,256
9,8,256,256
10,9,256,256
11,2947,256,256
12,2948,256,256
13,14,256,256
14,15,256,256
15,10,384,384
16,12,384,384
17,16,384,384
18,11,512,512
19,13,512,512
20,17,512,512
21,18,512,512
22,2951,512,512
23,2952,512,512
24,23,512,512
25,24,512,512
26,19,640,640
27,21,640,640
28,25,640,640
29,20,768,768
30,22,768,768
31,26,768,768
32,27,768,768
33,2955,768,768
34,2956,768,768
35,32,768,768
36,33,768,768
37,28,896,896
38,30,896,896
39,34,896,896
40,29,1024,1024
41,31,1024,1024
42,35,1024,1024
43,36,1024,1024
44,2959,1024,1024
45,2960,1024,1024
46,41,1024,1024
47,42,1024,1024
48,37,1152,1152
49,39,1152,1152
50,43,1152,1152
51,38,1280,1280
52,40,1280,1280
53,44,1280,1280
54,45,1280,1280
55,2963,1280,1280
56,2964,1280,1280
57,50,1280,1280
58,51,1280,1280
59,46,1408,1408
60,48,1408,1408
61,52,1408,1408
62,47,1536,1536
63,49,1536,1536
64,53,1536,1536
65,54,1536,1536
66,2967,1536,1536
67,2968,1536,1536
68,59,1536,1536
69,60,1536,1536
70,55,1664,1664
71,57,1664,1664
72,61,1664,1664
73,56,1792,1792
74,58,1792,1792
75,62,1792,1792
76,63,1792,1792
77,2971,1792,1792
78,2972,1792,1792
79,68,1792,1792
80,69,1792,1792
81,64,1920,1920
82,66,1920,1920
83,70,1920,1920
84,65,2048,2048
85,67,2048,2048
86,71,2048,2048
87,72,2048,2048
88,2975,2048,2048
89,2976,2048,2048
90,73,2048,2048
91,2944,2048,2048
92,74,2048,2048
93,77,2048,2048
94,79,2048,2048
95,78,2048,2048
96,75,2176,2176
97,76,2176,2176
98,80,2176,2176
99,81,2176,2176
100,2979,2176,2176
101,2980,2176,2176
102,84,2176,2176
103,86,2176,2176
104,85,2176,2176
105,82,2304,2304
106,83,2304,2304
107,87,2304,2304
108,88,2304,2304
109,2982,2304,2304
110,2983,2304,2304
111,91,2304,2304
112,93,2304,2304
113,92,2304,2304
114,89,2432,2432
115,90,2432,2432
116,94,2432,2432
117,95,2432,2432
118,2985,2432,2432
119,2986,2432,2432
120,98,2432,2432
121,100,2432,2432
122,99,2432,2432
123,96,2560,2560
124,97,2560,2560
125,101,2560,2560
126,102,2560,2560
127,2988,2560,2560
128,2989,2560,2560
129,105,2560,2560
130,107,2560,2560
131,106,2560,2560
132,103,2688,2688
133,104,2688,2688
134,108,2688,2688
135,109,2688,2688
136,2991,2688,2688
137,2992,2688,2688
138,112,2688,2688
139,114,2688,2688
140,113,2688,2688
141,110,2816,2816
142,111,2816,2816
143,115,2816,2816
144,116,2816,2816
145,2994,2816,2816
146,2995,2816,2816
147,119,2816,2816
148,121,2816,2816
149,120,2816,2816
150,117,2944,2944
151,118,2944,2944
152,122,2944,2944
153,123,2944,2944
154,2997,2944,2944
155,2998,2944,2944
156,126,2944,2944
157,128,2944,2944
158,127,2944,2944
159,124,3072,3072
160,125,3072,3072
161,129,3072,3072
162,130,3072,3072
163,3000,3072,3072
164,3001,3072,3072
165,131,3072,3072
166,2977,3072,3072
167,132,3072,3072
168,135,3072,3072
169,137,3072,3072
170,136,3072,3072
171,133,3200,3200
172,134,3200,3200
173,138,3200,3200
174,139,3200,3200
175,3004,3200,3200
176,3005,3200,3200
177,142,3200,3200
178,144,3200,3200
179,143,3200,3200
180,140,3328,3328
181,141,3328,3328
182,145,3328,3328
183,146,3328,3328
184,3007,3328,3328
185,3008,3328,3328
186,149,3328,3328
187,151,3328,3328
188,150,3328,3328
189,147,3456,3456
190,148,3456,3456
191,152,3456,3456
192,153,3456,3456
193,3010,3456,3456
194,3011,3456,3456
195,156,3456,3456
196,158,3456,3456
197,157,3456,3456
198,154,3584,3584
199,155,3584,3584
200,159,3584,3584
201,160,3584,3584
202,3013,3584,3584
203,3014,3584,3584
204,163,3584,3584
205,165,3584,3584
206,164,3584,3584
207,161,3712,3712
208,162,3712,3712
209,166,3712,3712
210,167,3712,3712
211,3016,3712,3712
212,3017,3712,3712
213,170,3712,3712
214,172,3712,3712
215,171,3712,3712
216,168,3840,3840
217,169,3840,3840
218,173,3840,3840
219,174,3840,3840
220,3019,3840,3840
221,3020,3840,3840
222,177,3840,3840
223,179,3840,3840
224,178,3840,3840
225,175,3968,3968
226,176,3968,3968
227,180,3968,3968
228,181,3968,3968
229,3022,3968,3968
230,3023,3968,3968
231,184,3968,3968
232,186,3968,3968
233,185,3968,3968
234,182,4096,4096
235,183,4096,4096
236,187,4096,4096
237,188,4096,4096
238,3025,4096,4096
239,3026,4096,4096
240,189,4096,4096
241,3002,4096,4096
242,190,4096,4096
243,193,4096,4096
244,195,4096,4096
245,194,4096,4096
246,191,4224,4224
247,192,4224,4224
248,196,4224,4224
249,197,4224,4224
250,3029,4224,4224
251,3030,4224,4224
252,200,4224,4224
253,202,4224,4224
254,201,4224,4224
255,198,4352,4352
256,199,4352,4352
257,203,4352,4352
258,204,4352,4352
259,3032,4352,4352
260,3033,4352,4352
261,207,4352,4352
262,209,4352,4352
263,208,4352,4352
264,205,4480,4480
265,206,4480,4480
266,210,4480,4480
267,211,4480,4480
268,3035,4480,4480
269,3036,4480,4480
270,214,4480,4480
271,216,4480,4480
272,215,4480,4480
273,212,4608,4608
274,213,4608,4608
275,217,4608,4608
276,218,4608,4608
277,3038,4608,4608
278,3039,4608,4608
279,221,4608,4608
280,223,4608,4608
281,222,4608,4608
282,219,4736,4736
283,220,4736,4736
284,224,4736,4736
285,225,4736,4736
286,3041,4736,4736
287,3042,4736,4736
288,228,4736,4736
289,230,4736,4736
290,229,4736,4736
291,226,4864,4864
292,227,4864,4864
293,231,4864,4864
294,232,4864,4864
295,3044,4864,4864
296,3045,4864,4864
297,235,4864,4864
298,237,4864,4864
299,236,4864,4864
300,233,4992,4992
301,234,4992,4992
302,238,4992,4992
303,239,4992,4992
304,3047,4992,4992
305,3048,4992,4992
306,242,4992,4992
307,244,4992,4992
308,243,4992,4992
309,240,5120,5120
310,241,5120,5120
311,245,5120,5120
312,246,5120,5120
313,3050,5120,5120
314,3051,5120,5120
315,247,5120,5120
316,3027,5120,5120
317,248,5120,5120
318,251,5120,5120
319,253,5120,5120
320,252,5120,5120
321,249,5248,5248
322,250,5248,5248
323,254,5248,5248
324,255,5248,5248
325,3054,5248,5248
326,3055,5248,5248
327,258,5248,5248
328,260,5248,5248
329,259,5248,5248
330,256,5376,5376
331,257,5376,5376
332,261,5376,5376
333,262,5376,5376
334,3057,5376,5376
