pipe,node_id,start,finish,cycles
CUBE,10,216,246,30
CUBE,13,352,382,30
CUBE,28,458,486,28
CUBE,31,564,592,28
CUBE,34,700,728,28
CUBE,37,836,864,28
CUBE,52,1000,1028,28
CUBE,55,1136,1164,28
CUBE,58,1272,1300,28
CUBE,61,1408,1436,28
CUBE,74,95959,97838,1879
CUBE,77,97901,99780,1879
CUBE,86,99810,100220,410
CUBE,89,101906,102316,410
CUBE,104,102379,104162,1783
CUBE,107,105911,107914,2003
CUBE,110,108415,110198,1783
CUBE,113,112322,114325,2003
CUBE,128,114826,116609,1783
CUBE,131,116672,118450,1778
CUBE,134,118513,120296,1783
CUBE,137,120359,122137,1778
CUBE,152,122200,123983,1783
CUBE,155,124046,125857,1811
CUBE,158,126358,128141,1783
CUBE,161,128204,130015,1811
CUBE,176,130078,130570,492
CUBE,179,130633,131146,513
CUBE,182,131647,132139,492
CUBE,185,132202,132715,513
CUBE,200,133216,133361,145
CUBE,203,133806,133974,168
CUBE,206,134475,134620,145
CUBE,209,135065,135233,168
CUBE,224,135734,135886,152
CUBE,227,136172,136331,159
CUBE,230,136673,136825,152
CUBE,233,137174,137333,159
CUBE,248,137675,137758,83
CUBE,251,138176,138260,84
CUBE,254,138677,138760,83
CUBE,257,139261,139345,84
CUBE,272,139953,140003,50
CUBE,275,140561,140611,50
CUBE,278,141169,141219,50
CUBE,281,141777,141827,50
CUBE,302,142025,142055,30
CUBE,305,142273,142302,29
CUBE,308,142521,142551,30
CUBE,311,142769,142798,29
CUBE,314,143017,143047,30
CUBE,317,143265,143294,29
CUBE,347,143477,143505,28
CUBE,350,143689,143717,28
CUBE,353,143901,143929,28
CUBE,356,144113,144141,28
CUBE,359,144325,144353,28
CUBE,362,144537,144565,28
CUBE,365,144749,144777,28
CUBE,368,144961,144989,28
CUBE,395,145173,145201,28
CUBE,398,145385,145413,28
CUBE,401,145597,145625,28
CUBE,404,145809,145837,28
CUBE,407,146021,146049,28
CUBE,410,146233,146261,28
CUBE,413,146445,146473,28
CUBE,416,146657,146685,28
CUBE,443,146869,146897,28
CUBE,446,147081,147109,28
CUBE,449,147293,147321,28
CUBE,452,147505,147533,28
CUBE,455,147717,147745,28
CUBE,458,147929,147957,28
CUBE,461,148141,148169,28
CUBE,464,148353,148381,28
CUBE,491,148854,149346,492
CUBE,494,149409,149922,513
CUBE,497,150423,150915,492
CUBE,500,150978,151491,513
CUBE,503,151992,152484,492
CUBE,506,152547,153060,513
CUBE,509,153561,154053,492
CUBE,512,154116,154629,513
CUBE,555,155130,155611,481
CUBE,558,155674,156164,490
CUBE,561,156227,156717,490
CUBE,564,156780,157262,482
CUBE,567,157763,158244,481
CUBE,570,158307,158797,490
CUBE,573,158860,159350,490
CUBE,576,159413,159895,482
CUBE,579,160396,160877,481
CUBE,582,160940,161430,490
CUBE,585,161493,161983,490
CUBE,588,162046,162528,482
CUBE,591,163029,163510,481
CUBE,594,163573,164063,490
CUBE,597,164564,165054,490
CUBE,600,165117,165599,482
CUBE,643,165662,165807,145
CUBE,646,166163,166309,146
CUBE,649,166664,166810,146
CUBE,652,167165,167310,145
CUBE,655,167666,167811,145
CUBE,658,168167,168313,146
CUBE,661,168668,168814,146
CUBE,664,169169,169314,145
CUBE,667,169670,169815,145
CUBE,670,170171,170317,146
CUBE,673,170672,170818,146
CUBE,676,171173,171318,145
CUBE,679,171611,171756,145
CUBE,682,172112,172258,146
CUBE,685,172613,172759,146
CUBE,688,173114,173259,145
CUBE,731,173615,173767,152
CUBE,734,174116,174275,159
CUBE,737,174617,174776,159
CUBE,740,175118,175312,194
CUBE,743,175619,175771,152
CUBE,746,176120,176279,159
CUBE,749,176621,176780,159
CUBE,752,177122,177316,194
CUBE,755,177623,177775,152
CUBE,758,178124,178283,159
CUBE,761,178625,178784,159
CUBE,764,179126,179320,194
CUBE,767,179627,179779,152
CUBE,770,180128,180287,159
CUBE,773,180629,180788,159
CUBE,776,181130,181324,194
CUBE,782,181645,181778,133
CUBE,788,181966,182099,133
CUBE,794,182244,182377,133
CUBE,800,182565,182698,133
CUBE,806,182886,183019,133
CUBE,812,183207,183340,133
CUBE,818,183528,183661,133
CUBE,824,183849,183982,133
CUBE,830,184170,184303,133
CUBE,836,184448,184581,133
CUBE,842,184769,184902,133
CUBE,848,185090,185223,133
CUBE,854,185411,185544,133
CUBE,860,185732,185865,133
CUBE,866,186186,186319,133
CUBE,872,186464,186597,133
CUBE,927,186965,187446,481
CUBE,930,187509,187999,490
CUBE,933,188062,188552,490
CUBE,939,189116,189597,481
CUBE,942,189660,190150,490
CUBE,945,190213,190703,490
CUBE,951,191267,191748,481
CUBE,954,191811,192301,490
CUBE,957,192364,192854,490
CUBE,963,193418,193899,481
CUBE,966,193962,194452,490
CUBE,969,194953,195443,490
CUBE,1195,216022,217805,1783
CUBE,1201,221384,223167,1783
CUBE,1207,226746,228529,1783
CUBE,1213,232108,233891,1783
CUBE,936,282388,282978,590
CUBE,1015,282978,283459,481
CUBE,1027,283459,283940,481
CUBE,1039,284234,284715,481
CUBE,1051,285009,285490,481
CUBE,948,286702,287292,590
CUBE,1018,287586,288076,490
CUBE,1030,288370,288860,490
CUBE,1042,289154,289644,490
CUBE,1054,289938,290428,490
CUBE,960,292178,292768,590
CUBE,1021,293062,293552,490
CUBE,1033,293846,294336,490
CUBE,1045,294630,295120,490
CUBE,1057,295414,295904,490
CUBE,972,297654,298244,590
CUBE,1024,298690,299232,542
CUBE,1036,299678,300220,542
CUBE,1048,300666,301208,542
CUBE,1060,301654,302196,542
CUBE,1066,302410,302828,418
CUBE,1072,303042,303460,418
CUBE,1078,303674,304092,418
CUBE,1084,304306,304724,418
CUBE,1090,304938,305356,418
CUBE,1096,305570,305988,418
CUBE,1102,306202,306620,418
CUBE,1108,306834,307252,418
CUBE,1114,307466,307884,418
CUBE,1120,308098,308516,418
CUBE,1126,308730,309148,418
CUBE,1132,309362,309780,418
CUBE,1138,309994,310412,418
CUBE,1144,310626,311044,418
CUBE,1150,311258,311676,418
CUBE,1156,311890,312308,418
CUBE,1198,325419,327422,2003
CUBE,1259,327716,329499,1783
CUBE,1271,329793,331576,1783
CUBE,1283,334798,336581,1783
CUBE,1295,339803,341586,1783
CUBE,1204,352987,354990,2003
CUBE,1262,358506,360291,1785
CUBE,1274,363807,365592,1785
CUBE,1286,372036,373821,1785
CUBE,1298,380265,382050,1785
CUBE,1210,393451,395454,2003
CUBE,1265,398970,400755,1785
CUBE,1277,404271,406056,1785
CUBE,1289,412500,414285,1785
CUBE,1301,420729,422514,1785
CUBE,1216,433915,435918,2003
CUBE,1268,439434,441212,1778
CUBE,1280,444728,446506,1778
CUBE,1292,450022,451800,1778
CUBE,1304,455316,457094,1778
CUBE,1347,457388,459171,1783
CUBE,1350,459465,461250,1785
CUBE,1353,461544,463329,1785
CUBE,1356,463623,465434,1811
CUBE,1359,465728,467511,1783
CUBE,1362,467805,469590,1785
CUBE,1365,469884,471669,1785
CUBE,1368,471963,473774,1811
CUBE,1371,474068,475851,1783
CUBE,1374,476145,477930,1785
CUBE,1377,478224,480009,1785
CUBE,1380,480303,482114,1811
CUBE,1383,482408,484191,1783
CUBE,1386,484485,486270,1785
CUBE,1389,486564,488349,1785
CUBE,1392,488643,490454,1811
CUBE,1435,490748,492531,1783
CUBE,1438,493743,495528,1785
CUBE,1441,495822,497607,1785
CUBE,1444,497901,499679,1778
CUBE,1447,499973,501756,1783
CUBE,1450,502050,503835,1785
CUBE,1453,504129,505914,1785
CUBE,1456,506208,507986,1778
CUBE,1459,508280,510063,1783
CUBE,1462,510357,512142,1785
CUBE,1465,512436,514221,1785
CUBE,1468,514515,516293,1778
CUBE,1471,516587,518370,1783
CUBE,1474,518664,520449,1785
CUBE,1477,520743,522528,1785
CUBE,1480,522822,524600,1778
CUBE,1523,526580,530085,3505
CUBE,1526,532065,535836,3771
CUBE,1529,539208,542979,3771
CUBE,1532,544665,548171,3506
CUBE,1535,548465,551970,3505
CUBE,1538,553950,557721,3771
CUBE,1541,561093,564864,3771
CUBE,1544,566550,570056,3506
CUBE,1547,570350,573855,3505
CUBE,1550,575835,579606,3771
CUBE,1553,582978,586749,3771
CUBE,1556,588435,591941,3506
CUBE,1559,592235,595740,3505
CUBE,1562,597720,601491,3771
CUBE,1565,603471,607242,3771
CUBE,1568,607536,611042,3506
CUBE,1611,613022,616527,3505
CUBE,1614,619899,623670,3771
CUBE,1617,623964,627735,3771
CUBE,1620,629421,632927,3506
CUBE,1623,636299,639804,3505
CUBE,1626,640098,643869,3771
CUBE,1629,647241,651012,3771
CUBE,1632,652698,656204,3506
CUBE,1635,656498,660003,3505
CUBE,1638,661983,665754,3771
CUBE,1641,669126,672897,3771
CUBE,1644,674583,678089,3506
CUBE,1647,678383,681888,3505
CUBE,1650,683868,687639,3771
CUBE,1653,689619,693390,3771
CUBE,1656,693684,697190,3506
CUBE,1699,699170,702675,3505
CUBE,1702,706047,709818,3771
CUBE,1705,710112,713883,3771
CUBE,1708,715569,719075,3506
CUBE,1711,722539,726044,3505
CUBE,1714,726338,730109,3771
CUBE,1717,733481,737252,3771
CUBE,1720,738938,742444,3506
CUBE,1723,742738,746243,3505
CUBE,1726,748223,751994,3771
CUBE,1729,755366,759137,3771
CUBE,1732,760823,764329,3506
CUBE,1735,764623,768128,3505
CUBE,1738,770108,773879,3771
CUBE,1741,775859,779630,3771
CUBE,1744,779630,783136,3506
MTE1,9,186,216,30
MTE1,12,322,352,30
MTE1,27,428,458,30
MTE1,30,534,564,30
MTE1,33,670,700,30
MTE1,36,806,836,30
MTE1,51,970,1000,30
MTE1,54,1106,1136,30
MTE1,57,1242,1272,30
MTE1,60,1378,1408,30
MTE1,73,11673,11736,63
MTE1,76,97838,97901,63
MTE1,85,99780,99810,30
MTE1,88,100220,100250,30
MTE1,103,102316,102379,63
MTE1,106,104162,104225,63
MTE1,109,108352,108415,63
MTE1,112,110636,110699,63
MTE1,127,114763,114826,63
MTE1,130,116609,116672,63
MTE1,133,118450,118513,63
MTE1,136,120296,120359,63
MTE1,151,122137,122200,63
MTE1,154,123983,124046,63
MTE1,157,126295,126358,63
MTE1,160,128141,128204,63
MTE1,175,130015,130078,63
MTE1,178,130570,130633,63
MTE1,181,131584,131647,63
MTE1,184,132139,132202,63
MTE1,199,133153,133216,63
MTE1,202,133654,133717,63
MTE1,205,134412,134475,63
MTE1,208,134913,134976,63
MTE1,223,135671,135734,63
MTE1,226,136109,136172,63
MTE1,229,136610,136673,63
MTE1,232,137111,137174,63
MTE1,247,137612,137675,63
MTE1,250,138113,138176,63
MTE1,253,138614,138677,63
MTE1,256,139198,139261,63
MTE1,271,139879,139953,74
MTE1,274,140487,140561,74
MTE1,277,141095,141169,74
MTE1,280,141703,141777,74
MTE1,301,141991,142025,34
MTE1,304,142239,142273,34
MTE1,307,142487,142521,34
