pipe,node_id,start,finish,cycles
CUBE,9,1216,1344,128
CUBE,18,2378,2506,128
CUBE,44,3582,3710,128
CUBE,52,3795,3923,128
CUBE,64,4353,4481,128
CUBE,71,4934,5062,128
CUBE,95,6084,6212,128
CUBE,101,6297,6425,128
CUBE,113,6855,6983,128
CUBE,120,7436,7564,128
CUBE,144,8586,8714,128
CUBE,150,8799,8927,128
CUBE,162,9357,9485,128
CUBE,169,9938,10066,128
CUBE,193,11091,11219,128
CUBE,199,11304,11432,128
CUBE,211,11862,11990,128
CUBE,218,12443,12571,128
CUBE,242,13596,13724,128
CUBE,248,13809,13937,128
CUBE,260,14367,14495,128
CUBE,267,14948,15076,128
CUBE,291,16101,16229,128
CUBE,297,16314,16442,128
CUBE,309,16872,17000,128
CUBE,316,17484,17612,128
CUBE,340,18761,18889,128
CUBE,346,18974,19102,128
CUBE,358,19768,19896,128
CUBE,365,20562,20690,128
CUBE,389,21712,21840,128
CUBE,395,21925,22053,128
CUBE,407,22560,22688,128
CUBE,414,23141,23269,128
CUBE,456,24895,25023,128
CUBE,464,25689,25817,128
CUBE,486,25902,26030,128
CUBE,491,26115,26243,128
CUBE,531,27747,27875,128
CUBE,537,27960,28088,128
CUBE,559,28234,28362,128
CUBE,564,28447,28575,128
CUBE,604,30123,30251,128
CUBE,610,30336,30464,128
CUBE,632,30610,30738,128
CUBE,637,30823,30951,128
CUBE,677,32499,32627,128
CUBE,683,32712,32840,128
CUBE,705,32986,33114,128
CUBE,710,33199,33327,128
CUBE,750,34875,35003,128
CUBE,756,35088,35216,128
CUBE,778,35362,35490,128
CUBE,783,35781,35909,128
CUBE,823,37251,37379,128
CUBE,829,37464,37592,128
CUBE,851,38157,38285,128
CUBE,856,38850,38978,128
CUBE,896,40000,40128,128
CUBE,902,40213,40341,128
CUBE,924,40487,40615,128
CUBE,929,40700,40828,128
CUBE,969,42376,42504,128
CUBE,975,42589,42717,128
CUBE,999,43170,43298,128
CUBE,1006,44413,44541,128
CUBE,1048,45617,45745,128
CUBE,1056,46411,46539,128
CUBE,1078,46624,46752,128
CUBE,1083,47317,47445,128
CUBE,1123,48469,48597,128
CUBE,1129,48682,48810,128
CUBE,1151,48956,49084,128
CUBE,1156,49169,49297,128
CUBE,1196,50845,50973,128
CUBE,1202,51058,51186,128
CUBE,1224,51332,51460,128
CUBE,1229,51545,51673,128
CUBE,1269,53221,53349,128
CUBE,1275,53434,53562,128
CUBE,1297,53708,53836,128
CUBE,1302,53921,54049,128
CUBE,1342,55597,55725,128
CUBE,1348,55810,55938,128
CUBE,1370,56084,56212,128
CUBE,1375,56503,56631,128
CUBE,1415,57973,58101,128
CUBE,1421,58186,58314,128
CUBE,1443,58879,59007,128
CUBE,1448,59572,59700,128
CUBE,1488,60722,60850,128
CUBE,1494,60935,61063,128
CUBE,1516,61209,61337,128
CUBE,1521,61422,61550,128
CUBE,1561,63098,63226,128
CUBE,1567,63311,63439,128
CUBE,1591,63892,64020,128
CUBE,1598,64473,64601,128
CUBE,1640,65677,65805,128
CUBE,1648,66471,66599,128
CUBE,1670,67164,67292,128
CUBE,1675,67857,67985,128
CUBE,1715,69007,69135,128
CUBE,1721,69220,69348,128
CUBE,1743,69494,69622,128
CUBE,1748,69707,69835,128
CUBE,1788,71383,71511,128
CUBE,1794,71596,71724,128
CUBE,1816,71870,71998,128
CUBE,1821,72083,72211,128
CUBE,1861,73759,73887,128
CUBE,1867,73972,74100,128
CUBE,1889,74246,74374,128
CUBE,1894,74459,74587,128
CUBE,1934,76135,76263,128
CUBE,1940,76348,76476,128
CUBE,1962,76622,76750,128
CUBE,1967,77041,77169,128
CUBE,2007,78511,78639,128
CUBE,2013,78724,78852,128
CUBE,2035,79417,79545,128
CUBE,2040,80110,80238,128
CUBE,2080,81260,81388,128
CUBE,2086,81473,81601,128
CUBE,2108,81747,81875,128
CUBE,2113,81960,82088,128
CUBE,2153,83636,83764,128
CUBE,2159,83849,83977,128
CUBE,2183,84430,84558,128
CUBE,2190,85011,85139,128
CUBE,2232,86215,86343,128
CUBE,2240,87009,87137,128
CUBE,2262,87702,87830,128
CUBE,2267,88395,88523,128
CUBE,2307,89545,89673,128
CUBE,2313,89758,89886,128
CUBE,2335,90032,90160,128
CUBE,2340,90245,90373,128
CUBE,2380,91921,92049,128
CUBE,2386,92134,92262,128
CUBE,2408,92408,92536,128
