node_id,op,pipe,cycles,start,finish,latest_start,slack,on_representative_critical_path,on_any_critical_path
2542,ALLOC,,0,0,0,0,0,1,1
2543,COPY_IN,MTE2,80,0,80,0,0,1,1
2556,ALLOC,,0,0,0,80,80,0,0
2557,COPY_IN,MTE2,80,80,160,80,0,1,1
4877,ALLOC,,0,0,0,160,160,0,0
4878,COPY_IN,MTE2,80,160,240,160,0,1,1
4885,ALLOC,,0,0,0,240,240,0,0
4886,COPY_IN,MTE2,80,240,320,240,0,1,1
4893,ALLOC,,0,0,0,320,320,0,0
4894,COPY_IN,MTE2,80,320,400,320,0,1,1
4901,ALLOC,,0,0,0,400,400,0,0
4902,COPY_IN,MTE2,80,400,480,400,0,1,1
4909,ALLOC,,0,0,0,480,480,0,0
4910,COPY_IN,MTE2,80,480,560,480,0,1,1
4917,ALLOC,,0,0,0,560,560,0,0
4918,COPY_IN,MTE2,80,560,640,560,0,1,1
4925,ALLOC,,0,0,0,640,640,0,0
4926,COPY_IN,MTE2,80,640,720,640,0,1,1
4939,ALLOC,,0,0,0,720,720,0,0
4940,COPY_IN,MTE2,80,720,800,720,0,1,1
4953,ALLOC,,0,0,0,800,800,0,0
4954,COPY_IN,MTE2,80,800,880,800,0,1,1
4961,ALLOC,,0,0,0,880,880,0,0
4962,COPY_IN,MTE2,80,880,960,880,0,1,1
4969,ALLOC,,0,0,0,960,960,0,0
4970,COPY_IN,MTE2,80,960,1040,960,0,1,1
4977,ALLOC,,0,0,0,1040,1040,0,0
4978,COPY_IN,MTE2,80,1040,1120,1040,0,1,1
4985,ALLOC,,0,0,0,1120,1120,0,0
4986,COPY_IN,MTE2,80,1120,1200,1120,0,1,1
4993,ALLOC,,0,0,0,1200,1200,0,0
4994,COPY_IN,MTE2,80,1200,1280,1200,0,1,1
5001,ALLOC,,0,0,0,1280,1280,0,0
5002,COPY_IN,MTE2,80,1280,1360,1280,0,1,1
5015,ALLOC,,0,0,0,1360,1360,0,0
5016,COPY_IN,MTE2,80,1360,1440,1360,0,1,1
5029,ALLOC,,0,0,0,1440,1440,0,0
5030,COPY_IN,MTE2,80,1440,1520,1440,0,1,1
5037,ALLOC,,0,0,0,1520,1520,0,0
5038,COPY_IN,MTE2,80,1520,1600,1520,0,1,1
5045,ALLOC,,0,0,0,1600,1600,0,0
5046,COPY_IN,MTE2,80,1600,1680,1600,0,1,1
5053,ALLOC,,0,0,0,1680,1680,0,0
5054,COPY_IN,MTE2,80,1680,1760,1680,0,1,1
5061,ALLOC,,0,0,0,1760,1760,0,0
5062,COPY_IN,MTE2,80,1760,1840,1760,0,1,1
5069,ALLOC,,0,0,0,1840,1840,0,0
5070,COPY_IN,MTE2,80,1840,1920,1840,0,1,1
5077,ALLOC,,0,0,0,1920,1920,0,0
5078,COPY_IN,MTE2,80,1920,2000,1920,0,1,1
5091,ALLOC,,0,0,0,2000,2000,0,0
5092,COPY_IN,MTE2,80,2000,2080,2000,0,1,1
5105,ALLOC,,0,0,0,2080,2080,0,0
5106,COPY_IN,MTE2,80,2080,2160,2080,0,1,1
5113,ALLOC,,0,0,0,2160,2160,0,0
5114,COPY_IN,MTE2,80,2160,2240,2160,0,1,1
5121,ALLOC,,0,0,0,2240,2240,0,0
5122,COPY_IN,MTE2,80,2240,2320,2240,0,1,1
5129,ALLOC,,0,0,0,2320,2320,0,0
5130,COPY_IN,MTE2,80,2320,2400,2320,0,1,1
5137,ALLOC,,0,0,0,2400,2400,0,0
5138,COPY_IN,MTE2,80,2400,2480,2400,0,1,1
5145,ALLOC,,0,0,0,2480,2480,0,0
5146,COPY_IN,MTE2,80,2480,2560,2480,0,1,1
5153,ALLOC,,0,0,0,2560,2560,0,0
5154,COPY_IN,MTE2,80,2560,2640,2560,0,1,1
5167,ALLOC,,0,0,0,2640,2640,0,0
5168,COPY_IN,MTE2,80,2640,2720,2640,0,1,1
5181,ALLOC,,0,0,0,2720,2720,0,0
5182,COPY_IN,MTE2,80,2720,2800,2720,0,1,1
5189,ALLOC,,0,0,0,2800,2800,0,0
5190,COPY_IN,MTE2,80,2800,2880,2800,0,1,1
5197,ALLOC,,0,0,0,2880,2880,0,0
5198,COPY_IN,MTE2,80,2880,2960,2880,0,1,1
5205,ALLOC,,0,0,0,2960,2960,0,0
5206,COPY_IN,MTE2,80,2960,3040,2960,0,1,1
5213,ALLOC,,0,0,0,3040,3040,0,0
5214,COPY_IN,MTE2,80,3040,3120,3040,0,1,1
5221,ALLOC,,0,0,0,3120,3120,0,0
5222,COPY_IN,MTE2,80,3120,3200,3120,0,1,1
5229,ALLOC,,0,0,0,3200,3200,0,0
5230,COPY_IN,MTE2,80,3200,3280,3200,0,1,1
5243,ALLOC,,0,0,0,3280,3280,0,0
5244,COPY_IN,MTE2,80,3280,3360,3280,0,1,1
5257,ALLOC,,0,0,0,3360,3360,0,0
5258,COPY_IN,MTE2,80,3360,3440,3360,0,1,1
5265,ALLOC,,0,0,0,3440,3440,0,0
5266,COPY_IN,MTE2,80,3440,3520,3440,0,1,1
5273,ALLOC,,0,0,0,3520,3520,0,0
5274,COPY_IN,MTE2,80,3520,3600,3520,0,1,1
5281,ALLOC,,0,0,0,3600,3600,0,0
5282,COPY_IN,MTE2,80,3600,3680,3600,0,1,1
5289,ALLOC,,0,0,0,3680,3680,0,0
5290,COPY_IN,MTE2,80,3680,3760,3680,0,1,1
5297,ALLOC,,0,0,0,3760,3760,0,0
5298,COPY_IN,MTE2,80,3760,3840,3760,0,1,1
5305,ALLOC,,0,0,0,3840,3840,0,0
5306,COPY_IN,MTE2,80,3840,3920,3840,0,1,1
5319,ALLOC,,0,0,0,3920,3920,0,0
5320,COPY_IN,MTE2,80,3920,4000,3920,0,1,1
5333,ALLOC,,0,0,0,4000,4000,0,0
5334,COPY_IN,MTE2,80,4000,4080,4000,0,1,1
5341,ALLOC,,0,0,0,4080,4080,0,0
5342,COPY_IN,MTE2,80,4080,4160,4080,0,1,1
5349,ALLOC,,0,0,0,4160,4160,0,0
5350,COPY_IN,MTE2,80,4160,4240,4160,0,1,1
5357,ALLOC,,0,0,0,4240,4240,0,0
5358,COPY_IN,MTE2,80,4240,4320,4240,0,1,1
5365,ALLOC,,0,0,0,4320,4320,0,0
5366,COPY_IN,MTE2,80,4320,4400,4320,0,1,1
5373,ALLOC,,0,0,0,4400,4400,0,0
5374,COPY_IN,MTE2,80,4400,4480,4400,0,1,1
5381,ALLOC,,0,0,0,4480,4480,0,0
5382,COPY_IN,MTE2,80,4480,4560,4480,0,1,1
5395,ALLOC,,0,0,0,4560,4560,0,0
5396,COPY_IN,MTE2,80,4560,4640,4560,0,1,1
5409,ALLOC,,0,0,0,4640,4640,0,0
5410,COPY_IN,MTE2,80,4640,4720,4640,0,1,1
5411,ALLOC,,0,0,0,4720,4720,0,0
5412,COPY_IN,MTE2,80,4720,4800,4720,0,1,1
5419,ALLOC,,0,0,0,4800,4800,0,0
5420,COPY_IN,MTE2,80,4800,4880,4800,0,1,1
5427,ALLOC,,0,0,0,4880,4880,0,0
5428,COPY_IN,MTE2,80,4880,4960,4880,0,1,1
5435,ALLOC,,0,0,0,4960,4960,0,0
5436,COPY_IN,MTE2,80,4960,5040,4960,0,1,1
5443,ALLOC,,0,0,0,5040,5040,0,0
5444,COPY_IN,MTE2,80,5040,5120,5040,0,1,1
5451,ALLOC,,0,0,0,5120,5120,0,0
5452,COPY_IN,MTE2,80,5120,5200,5120,0,1,1
5459,ALLOC,,0,0,0,5200,5200,0,0
5460,COPY_IN,MTE2,80,5200,5280,5200,0,1,1
5473,ALLOC,,0,0,0,5280,5280,0,0
5474,COPY_IN,MTE2,80,5280,5360,5280,0,1,1
5541,ALLOC,,0,0,0,5360,5360,0,0
5542,COPY_IN,MTE2,80,5360,5440,5360,0,1,1
5603,ALLOC,,0,0,0,5440,5440,0,0
5604,COPY_IN,MTE2,80,5440,5520,5440,0,1,1
5665,ALLOC,,0,0,0,5520,5520,0,0
5666,COPY_IN,MTE2,80,5520,5600,5520,0,1,1
5727,ALLOC,,0,0,0,5600,5600,0,0
5728,COPY_IN,MTE2,80,5600,5680,5600,0,1,1
5789,ALLOC,,0,0,0,5680,5680,0,0
5790,COPY_IN,MTE2,80,5680,5760,5680,0,1,1
5851,ALLOC,,0,0,0,5760,5760,0,0
5852,COPY_IN,MTE2,80,5760,5840,5760,0,1,1
5913,ALLOC,,0,0,0,5840,5840,0,0
5914,COPY_IN,MTE2,80,5840,5920,5840,0,1,1
56,ALLOC,,0,0,0,5920,5920,0,0
57,COPY_IN,MTE2,85,5920,6005,5920,0,1,1
3584,ALLOC,,0,0,0,6005,6005,0,0
3585,COPY_IN,MTE2,85,6005,6090,6005,0,1,1
3616,ALLOC,,0,0,0,6090,6090,0,0
3617,COPY_IN,MTE2,85,6090,6175,6090,0,1,1
3648,ALLOC,,0,0,0,6175,6175,0,0
3649,COPY_IN,MTE2,85,6175,6260,6175,0,1,1
3680,ALLOC,,0,0,0,6260,6260,0,0
3681,COPY_IN,MTE2,85,6260,6345,6260,0,1,1
3712,ALLOC,,0,0,0,6345,6345,0,0
3713,COPY_IN,MTE2,85,6345,6430,6345,0,1,1
3744,ALLOC,,0,0,0,6430,6430,0,0
3745,COPY_IN,MTE2,85,6430,6515,6430,0,1,1
3776,ALLOC,,0,0,0,6515,6515,0,0
3777,COPY_IN,MTE2,85,6515,6600,6515,0,1,1
3808,ALLOC,,0,0,0,6600,6600,0,0
3809,COPY_IN,MTE2,85,6600,6685,6600,0,1,1
318,ALLOC,,0,0,0,6685,6685,0,0
319,COPY_IN,MTE2,92,6685,6777,6685,0,1,1
2544,ALLOC,,0,0,0,6777,6777,0,0
2545,COPY_IN,MTE2,92,6777,6869,6777,0,1,1
2550,ALLOC,,0,0,0,6869,6869,0,0
2551,COPY_IN,MTE2,92,6869,6961,6869,0,1,1
2558,ALLOC,,0,0,0,6961,6961,0,0
2559,COPY_IN,MTE2,92,6961,7053,6961,0,1,1
2564,ALLOC,,0,0,0,7053,7053,0,0
2565,COPY_IN,MTE2,92,7053,7145,7053,0,1,1
2570,ALLOC,,0,0,0,7145,7145,0,0
2571,COPY_IN,MTE2,92,7145,7237,7145,0,1,1
2576,ALLOC,,0,0,0,7237,7237,0,0
2577,COPY_IN,MTE2,92,7237,7329,7237,0,1,1
2582,ALLOC,,0,0,0,7329,7329,0,0
2583,COPY_IN,MTE2,92,7329,7421,7329,0,1,1
2588,ALLOC,,0,0,0,7421,7421,0,0
2589,COPY_IN,MTE2,92,7421,7513,7421,0,1,1
3242,ALLOC,,0,0,0,7513,7513,0,0
3243,COPY_IN,MTE2,92,7513,7605,7513,0,1,1
3248,ALLOC,,0,0,0,7605,7605,0,0
3249,COPY_IN,MTE2,92,7605,7697,7605,0,1,1
3815,ALLOC,,0,0,0,7697,7697,0,0
3816,COPY_IN,MTE2,92,7697,7789,7697,0,1,1
3821,ALLOC,,0,0,0,7789,7789,0,0
3822,COPY_IN,MTE2,92,7789,7881,7789,0,1,1
3827,ALLOC,,0,0,0,7881,7881,0,0
3828,COPY_IN,MTE2,92,7881,7973,7881,0,1,1
3833,ALLOC,,0,0,0,7973,7973,0,0
3834,COPY_IN,MTE2,92,7973,8065,7973,0,1,1
3839,ALLOC,,0,0,0,8065,8065,0,0
3840,COPY_IN,MTE2,92,8065,8157,8065,0,1,1
3845,ALLOC,,0,0,0,8157,8157,0,0
3846,COPY_IN,MTE2,92,8157,8249,8157,0,1,1
3851,ALLOC,,0,0,0,8249,8249,0,0
3852,COPY_IN,MTE2,92,8249,8341,8249,0,1,1
3857,ALLOC,,0,0,0,8341,8341,0,0
3858,COPY_IN,MTE2,92,8341,8433,8341,0,1,1
3864,ALLOC,,0,0,0,8433,8433,0,0
3865,COPY_IN,MTE2,92,8433,8525,8433,0,1,1
3870,ALLOC,,0,0,0,8525,8525,0,0
3871,COPY_IN,MTE2,92,8525,8617,8525,0,1,1
3876,ALLOC,,0,0,0,8617,8617,0,0
3877,COPY_IN,MTE2,92,8617,8709,8617,0,1,1
3882,ALLOC,,0,0,0,8709,8709,0,0
3883,COPY_IN,MTE2,92,8709,8801,8709,0,1,1
3888,ALLOC,,0,0,0,8801,8801,0,0
3889,COPY_IN,MTE2,92,8801,8893,8801,0,1,1
3894,ALLOC,,0,0,0,8893,8893,0,0
3895,COPY_IN,MTE2,92,8893,8985,8893,0,1,1
3900,ALLOC,,0,0,0,8985,8985,0,0
3901,COPY_IN,MTE2,92,8985,9077,8985,0,1,1
3906,ALLOC,,0,0,0,9077,9077,0,0
3907,COPY_IN,MTE2,92,9077,9169,9077,0,1,1
3913,ALLOC,,0,0,0,9169,9169,0,0
3914,COPY_IN,MTE2,92,9169,9261,9169,0,1,1
3919,ALLOC,,0,0,0,9261,9261,0,0
3920,COPY_IN,MTE2,92,9261,9353,9261,0,1,1
3925,ALLOC,,0,0,0,9353,9353,0,0
3926,COPY_IN,MTE2,92,9353,9445,9353,0,1,1
3931,ALLOC,,0,0,0,9445,9445,0,0
3932,COPY_IN,MTE2,92,9445,9537,9445,0,1,1
3937,ALLOC,,0,0,0,9537,9537,0,0
3938,COPY_IN,MTE2,92,9537,9629,9537,0,1,1
3943,ALLOC,,0,0,0,9629,9629,0,0
3944,COPY_IN,MTE2,92,9629,9721,9629,0,1,1
3949,ALLOC,,0,0,0,9721,9721,0,0
3950,COPY_IN,MTE2,92,9721,9813,9721,0,1,1
3955,ALLOC,,0,0,0,9813,9813,0,0
3956,COPY_IN,MTE2,92,9813,9905,9813,0,1,1
3962,ALLOC,,0,0,0,9905,9905,0,0
3963,COPY_IN,MTE2,92,9905,9997,9905,0,1,1
3968,ALLOC,,0,0,0,9997,9997,0,0
3969,COPY_IN,MTE2,92,9997,10089,9997,0,1,1
3974,ALLOC,,0,0,0,10089,10089,0,0
3975,COPY_IN,MTE2,92,10089,10181,10089,0,1,1
3980,ALLOC,,0,0,0,10181,10181,0,0
3981,COPY_IN,MTE2,92,10181,10273,10181,0,1,1
3986,ALLOC,,0,0,0,10273,10273,0,0
3987,COPY_IN,MTE2,92,10273,10365,10273,0,1,1
3992,ALLOC,,0,0,0,10365,10365,0,0
3993,COPY_IN,MTE2,92,10365,10457,10365,0,1,1
3998,ALLOC,,0,0,0,10457,10457,0,0
3999,COPY_IN,MTE2,92,10457,10549,10457,0,1,1
4004,ALLOC,,0,0,0,10549,10549,0,0
4005,COPY_IN,MTE2,92,10549,10641,10549,0,1,1
4879,ALLOC,,0,0,0,10641,10641,0,0
4880,COPY_IN,MTE2,92,10641,10733,10641,0,1,1
4887,ALLOC,,0,0,0,10733,10733,0,0
4888,COPY_IN,MTE2,92,10733,10825,10733,0,1,1
4895,ALLOC,,0,0,0,10825,10825,0,0
4896,COPY_IN,MTE2,92,10825,10917,10825,0,1,1
4903,ALLOC,,0,0,0,10917,10917,0,0
4904,COPY_IN,MTE2,92,10917,11009,10917,0,1,1
4911,ALLOC,,0,0,0,11009,11009,0,0
4912,COPY_IN,MTE2,92,11009,11101,11009,0,1,1
4919,ALLOC,,0,0,0,11101,11101,0,0
4920,COPY_IN,MTE2,92,11101,11193,11101,0,1,1
4927,ALLOC,,0,0,0,11193,11193,0,0
4928,COPY_IN,MTE2,92,11193,11285,11193,0,1,1
4933,ALLOC,,0,0,0,11285,11285,0,0
4934,COPY_IN,MTE2,92,11285,11377,11285,0,1,1
4941,ALLOC,,0,0,0,11377,11377,0,0
4942,COPY_IN,MTE2,92,11377,11469,11377,0,1,1
4947,ALLOC,,0,0,0,11469,11469,0,0
4948,COPY_IN,MTE2,92,11469,11561,11469,0,1,1
4955,ALLOC,,0,0,0,11561,11561,0,0
4956,COPY_IN,MTE2,92,11561,11653,11561,0,1,1
4963,ALLOC,,0,0,0,11653,11653,0,0
4964,COPY_IN,MTE2,92,11653,11745,11653,0,1,1
4971,ALLOC,,0,0,0,11745,11745,0,0
4972,COPY_IN,MTE2,92,11745,11837,11745,0,1,1
4979,ALLOC,,0,0,0,11837,11837,0,0
4980,COPY_IN,MTE2,92,11837,11929,11837,0,1,1
4987,ALLOC,,0,0,0,11929,11929,0,0
4988,COPY_IN,MTE2,92,11929,12021,11929,0,1,1
4995,ALLOC,,0,0,0,12021,12021,0,0
